link_id,application_name,source_screen_id,source_element_id,target_screen_id,participant_id,rating
6,monet,407:7815,407:7853,407:7910,7,3
6,monet,407:7815,407:7853,407:7910,8,4
6,monet,407:7815,407:7853,407:7910,9,4
6,monet,407:7815,407:7853,407:7910,10,2
6,monet,407:7815,407:7853,407:7910,11,5
6,monet,407:7815,407:7853,407:7910,12,4
6,monet,407:7815,407:7853,407:7910,13,3
6,monet,407:7815,407:7853,407:7910,14,4
6,monet,407:7815,407:7853,407:7910,15,5
6,monet,407:7815,407:7853,407:7910,16,5
6,monet,407:7815,407:7853,407:7910,17,4
6,monet,407:7815,407:7853,407:7910,18,1
6,monet,407:7815,407:7853,407:7910,19,3
6,monet,407:7815,407:7853,407:7910,20,3
6,monet,407:7815,407:7853,407:7910,21,4
6,monet,407:7815,407:7853,407:7910,22,5
6,monet,407:7815,407:7853,407:7910,23,3
6,monet,407:7815,407:7853,407:7910,24,4
6,monet,407:7815,407:7853,407:7910,25,5
6,monet,407:7815,407:7853,407:7910,26,1
6,monet,407:7815,407:7853,407:7910,27,2
6,monet,407:7815,407:7853,407:7910,28,3
6,monet,407:7815,407:7853,407:7910,29,1
6,monet,407:7815,407:7853,407:7910,30,3
6,monet,407:7815,407:7853,407:7910,31,5
6,monet,407:7815,407:7853,407:7910,32,1
6,monet,407:7815,407:7853,407:7910,33,5
6,monet,407:7815,407:7853,407:7910,34,1
6,monet,407:7815,407:7853,407:7910,35,4
6,monet,407:7815,407:7853,407:7910,36,1
7,monet,407:7974,407:7976,407:7751,1,5
7,monet,407:7974,407:7976,407:7751,2,5
7,monet,407:7974,407:7976,407:7751,3,5
7,monet,407:7974,407:7976,407:7751,4,5
7,monet,407:7974,407:7976,407:7751,5,5
7,monet,407:7974,407:7976,407:7751,6,5
7,monet,407:7974,407:7976,407:7751,7,5
7,monet,407:7974,407:7976,407:7751,8,5
7,monet,407:7974,407:7976,407:7751,9,4
7,monet,407:7974,407:7976,407:7751,10,5
7,monet,407:7974,407:7976,407:7751,11,5
7,monet,407:7974,407:7976,407:7751,12,5
7,monet,407:7974,407:7976,407:7751,13,3
7,monet,407:7974,407:7976,407:7751,14,4
7,monet,407:7974,407:7976,407:7751,15,4
7,monet,407:7974,407:7976,407:7751,16,5
7,monet,407:7974,407:7976,407:7751,17,5
7,monet,407:7974,407:7976,407:7751,18,5
7,monet,407:7974,407:7976,407:7751,19,3
7,monet,407:7974,407:7976,407:7751,20,5
7,monet,407:7974,407:7976,407:7751,21,4
7,monet,407:7974,407:7976,407:7751,22,5
7,monet,407:7974,407:7976,407:7751,23,4
7,monet,407:7974,407:7976,407:7751,24,5
7,monet,407:7974,407:7976,407:7751,25,1
7,monet,407:7974,407:7976,407:7751,26,5
7,monet,407:7974,407:7976,407:7751,27,3
7,monet,407:7974,407:7976,407:7751,28,5
7,monet,407:7974,407:7976,407:7751,29,5
7,monet,407:7974,407:7976,407:7751,30,5
7,monet,407:7974,407:7976,407:7751,31,5
7,monet,407:7974,407:7976,407:7751,32,5
7,monet,407:7974,407:7976,407:7751,33,5
7,monet,407:7974,407:7976,407:7751,34,5
7,monet,407:7974,407:7976,407:7751,35,5
7,monet,407:7974,407:7976,407:7751,36,5
8,monet,407:7751,407:7767,407:7910,1,1
8,monet,407:7751,407:7767,407:7910,2,1
8,monet,407:7751,407:7767,407:7910,3,1
8,monet,407:7751,407:7767,407:7910,4,1
8,monet,407:7751,407:7767,407:7910,5,3
8,monet,407:7751,407:7767,407:7910,6,1
8,monet,407:7751,407:7767,407:7910,7,1
8,monet,407:7751,407:7767,407:7910,8,1
8,monet,407:7751,407:7767,407:7910,9,2
8,monet,407:7751,407:7767,407:7910,10,1
8,monet,407:7751,407:7767,407:7910,11,1
8,monet,407:7751,407:7767,407:7910,12,1
8,monet,407:7751,407:7767,407:7910,13,1
8,monet,407:7751,407:7767,407:7910,14,1
8,monet,407:7751,407:7767,407:7910,15,4
8,monet,407:7751,407:7767,407:7910,16,1
8,monet,407:7751,407:7767,407:7910,17,1
8,monet,407:7751,407:7767,407:7910,18,1
8,monet,407:7751,407:7767,407:7910,19,2
8,monet,407:7751,407:7767,407:7910,20,4
8,monet,407:7751,407:7767,407:7910,21,2
8,monet,407:7751,407:7767,407:7910,22,1
8,monet,407:7751,407:7767,407:7910,23,1
8,monet,407:7751,407:7767,407:7910,24,1
8,monet,407:7751,407:7767,407:7910,25,1
8,monet,407:7751,407:7767,407:7910,26,1
8,monet,407:7751,407:7767,407:7910,27,1
8,monet,407:7751,407:7767,407:7910,28,3
8,monet,407:7751,407:7767,407:7910,29,1
8,monet,407:7751,407:7767,407:7910,30,4
8,monet,407:7751,407:7767,407:7910,31,1
8,monet,407:7751,407:7767,407:7910,32,2
8,monet,407:7751,407:7767,407:7910,33,1
8,monet,407:7751,407:7767,407:7910,34,1
8,monet,407:7751,407:7767,407:7910,35,1
8,monet,407:7751,407:7767,407:7910,36,1
9,monet,407:7815,407:7868,407:7974,1,1
9,monet,407:7815,407:7868,407:7974,2,1
9,monet,407:7815,407:7868,407:7974,3,2
9,monet,407:7815,407:7868,407:7974,4,1
9,monet,407:7815,407:7868,407:7974,5,1
9,monet,407:7815,407:7868,407:7974,6,1
9,monet,407:7815,407:7868,407:7974,7,1
9,monet,407:7815,407:7868,407:7974,8,1
9,monet,407:7815,407:7868,407:7974,9,2
9,monet,407:7815,407:7868,407:7974,10,1
9,monet,407:7815,407:7868,407:7974,11,1
9,monet,407:7815,407:7868,407:7974,12,1
9,monet,407:7815,407:7868,407:7974,13,1
9,monet,407:7815,407:7868,407:7974,14,1
9,monet,407:7815,407:7868,407:7974,15,1
9,monet,407:7815,407:7868,407:7974,16,1
9,monet,407:7815,407:7868,407:7974,17,5
9,monet,407:7815,407:7868,407:7974,18,1
9,monet,407:7815,407:7868,407:7974,19,3
9,monet,407:7815,407:7868,407:7974,20,3
9,monet,407:7815,407:7868,407:7974,21,4
9,monet,407:7815,407:7868,407:7974,22,1
9,monet,407:7815,407:7868,407:7974,23,3
9,monet,407:7815,407:7868,407:7974,24,3
9,monet,407:7815,407:7868,407:7974,25,1
9,monet,407:7815,407:7868,407:7974,26,1
9,monet,407:7815,407:7868,407:7974,27,1
9,monet,407:7815,407:7868,407:7974,28,2
9,monet,407:7815,407:7868,407:7974,29,1
9,monet,407:7815,407:7868,407:7974,30,4
9,monet,407:7815,407:7868,407:7974,31,4
9,monet,407:7815,407:7868,407:7974,32,1
9,monet,407:7815,407:7868,407:7974,33,2
9,monet,407:7815,407:7868,407:7974,34,2
9,monet,407:7815,407:7868,407:7974,35,1
9,monet,407:7815,407:7868,407:7974,36,5
10,monet,407:7815,407:7825,407:7910,1,1
10,monet,407:7815,407:7825,407:7910,2,1
10,monet,407:7815,407:7825,407:7910,3,1
10,monet,407:7815,407:7825,407:7910,4,2
10,monet,407:7815,407:7825,407:7910,5,2
10,monet,407:7815,407:7825,407:7910,6,1
10,monet,407:7815,407:7825,407:7910,7,1
10,monet,407:7815,407:7825,407:7910,8,1
10,monet,407:7815,407:7825,407:7910,9,2
10,monet,407:7815,407:7825,407:7910,10,1
10,monet,407:7815,407:7825,407:7910,11,1
10,monet,407:7815,407:7825,407:7910,12,1
10,monet,407:7815,407:7825,407:7910,13,1
10,monet,407:7815,407:7825,407:7910,14,1
10,monet,407:7815,407:7825,407:7910,15,1
10,monet,407:7815,407:7825,407:7910,16,1
10,monet,407:7815,407:7825,407:7910,17,1
10,monet,407:7815,407:7825,407:7910,18,1
10,monet,407:7815,407:7825,407:7910,19,3
10,monet,407:7815,407:7825,407:7910,20,3
10,monet,407:7815,407:7825,407:7910,21,2
10,monet,407:7815,407:7825,407:7910,22,2
10,monet,407:7815,407:7825,407:7910,23,1
10,monet,407:7815,407:7825,407:7910,24,1
10,monet,407:7815,407:7825,407:7910,25,1
10,monet,407:7815,407:7825,407:7910,26,1
10,monet,407:7815,407:7825,407:7910,27,1
10,monet,407:7815,407:7825,407:7910,28,1
10,monet,407:7815,407:7825,407:7910,29,1
10,monet,407:7815,407:7825,407:7910,30,2
10,monet,407:7815,407:7825,407:7910,31,1
10,monet,407:7815,407:7825,407:7910,32,1
10,monet,407:7815,407:7825,407:7910,33,2
10,monet,407:7815,407:7825,407:7910,34,4
10,monet,407:7815,407:7825,407:7910,35,1
10,monet,407:7815,407:7825,407:7910,36,1
11,monet,407:7974,407:8013,407:7910,1,1
11,monet,407:7974,407:8013,407:7910,2,1
11,monet,407:7974,407:8013,407:7910,3,1
11,monet,407:7974,407:8013,407:7910,4,1
11,monet,407:7974,407:8013,407:7910,5,1
11,monet,407:7974,407:8013,407:7910,6,1
11,monet,407:7974,407:8013,407:7910,7,1
11,monet,407:7974,407:8013,407:7910,8,1
11,monet,407:7974,407:8013,407:7910,9,2
11,monet,407:7974,407:8013,407:7910,10,1
11,monet,407:7974,407:8013,407:7910,11,1
11,monet,407:7974,407:8013,407:7910,12,1
11,monet,407:7974,407:8013,407:7910,13,1
11,monet,407:7974,407:8013,407:7910,14,2
11,monet,407:7974,407:8013,407:7910,15,1
11,monet,407:7974,407:8013,407:7910,16,1
11,monet,407:7974,407:8013,407:7910,17,5
11,monet,407:7974,407:8013,407:7910,18,1
11,monet,407:7974,407:8013,407:7910,19,3
11,monet,407:7974,407:8013,407:7910,20,4
11,monet,407:7974,407:8013,407:7910,21,2
11,monet,407:7974,407:8013,407:7910,22,1
11,monet,407:7974,407:8013,407:7910,23,1
11,monet,407:7974,407:8013,407:7910,24,1
11,monet,407:7974,407:8013,407:7910,25,1
11,monet,407:7974,407:8013,407:7910,26,1
11,monet,407:7974,407:8013,407:7910,27,1
11,monet,407:7974,407:8013,407:7910,28,1
11,monet,407:7974,407:8013,407:7910,29,1
11,monet,407:7974,407:8013,407:7910,30,1
11,monet,407:7974,407:8013,407:7910,31,1
11,monet,407:7974,407:8013,407:7910,32,1
11,monet,407:7974,407:8013,407:7910,33,1
11,monet,407:7974,407:8013,407:7910,34,1
11,monet,407:7974,407:8013,407:7910,35,1
11,monet,407:7974,407:8013,407:7910,36,1
12,monet,407:7974,407:8021,407:7751,1,1
12,monet,407:7974,407:8021,407:7751,2,1
12,monet,407:7974,407:8021,407:7751,3,1
12,monet,407:7974,407:8021,407:7751,4,1
12,monet,407:7974,407:8021,407:7751,5,1
12,monet,407:7974,407:8021,407:7751,6,1
12,monet,407:7974,407:8021,407:7751,7,1
12,monet,407:7974,407:8021,407:7751,8,1
12,monet,407:7974,407:8021,407:7751,9,2
12,monet,407:7974,407:8021,407:7751,10,1
12,monet,407:7974,407:8021,407:7751,11,1
12,monet,407:7974,407:8021,407:7751,12,1
12,monet,407:7974,407:8021,407:7751,13,1
12,monet,407:7974,407:8021,407:7751,14,1
12,monet,407:7974,407:8021,407:7751,15,4
12,monet,407:7974,407:8021,407:7751,16,1
12,monet,407:7974,407:8021,407:7751,17,1
12,monet,407:7974,407:8021,407:7751,18,1
12,monet,407:7974,407:8021,407:7751,19,3
12,monet,407:7974,407:8021,407:7751,20,4
12,monet,407:7974,407:8021,407:7751,21,1
12,monet,407:7974,407:8021,407:7751,22,1
12,monet,407:7974,407:8021,407:7751,23,1
12,monet,407:7974,407:8021,407:7751,24,1
12,monet,407:7974,407:8021,407:7751,25,1
12,monet,407:7974,407:8021,407:7751,26,1
12,monet,407:7974,407:8021,407:7751,27,1
12,monet,407:7974,407:8021,407:7751,28,2
12,monet,407:7974,407:8021,407:7751,29,1
12,monet,407:7974,407:8021,407:7751,30,1
12,monet,407:7974,407:8021,407:7751,31,1
12,monet,407:7974,407:8021,407:7751,32,1
12,monet,407:7974,407:8021,407:7751,33,2
12,monet,407:7974,407:8021,407:7751,34,2
12,monet,407:7974,407:8021,407:7751,35,1
12,monet,407:7974,407:8021,407:7751,36,1
13,monet,407:7910,407:7923,407:7751,1,1
13,monet,407:7910,407:7923,407:7751,2,1
13,monet,407:7910,407:7923,407:7751,3,1
13,monet,407:7910,407:7923,407:7751,4,1
13,monet,407:7910,407:7923,407:7751,5,1
13,monet,407:7910,407:7923,407:7751,6,1
13,monet,407:7910,407:7923,407:7751,7,1
13,monet,407:7910,407:7923,407:7751,8,1
13,monet,407:7910,407:7923,407:7751,9,4
13,monet,407:7910,407:7923,407:7751,10,1
13,monet,407:7910,407:7923,407:7751,11,1
13,monet,407:7910,407:7923,407:7751,12,1
13,monet,407:7910,407:7923,407:7751,13,1
13,monet,407:7910,407:7923,407:7751,14,1
13,monet,407:7910,407:7923,407:7751,15,5
13,monet,407:7910,407:7923,407:7751,16,1
13,monet,407:7910,407:7923,407:7751,17,1
13,monet,407:7910,407:7923,407:7751,18,1
13,monet,407:7910,407:7923,407:7751,19,3
13,monet,407:7910,407:7923,407:7751,20,4
13,monet,407:7910,407:7923,407:7751,21,2
13,monet,407:7910,407:7923,407:7751,22,1
13,monet,407:7910,407:7923,407:7751,23,1
13,monet,407:7910,407:7923,407:7751,24,1
13,monet,407:7910,407:7923,407:7751,25,1
13,monet,407:7910,407:7923,407:7751,26,1
13,monet,407:7910,407:7923,407:7751,27,1
13,monet,407:7910,407:7923,407:7751,28,3
13,monet,407:7910,407:7923,407:7751,29,1
13,monet,407:7910,407:7923,407:7751,30,4
13,monet,407:7910,407:7923,407:7751,31,1
13,monet,407:7910,407:7923,407:7751,32,1
13,monet,407:7910,407:7923,407:7751,33,1
13,monet,407:7910,407:7923,407:7751,34,1
13,monet,407:7910,407:7923,407:7751,35,1
13,monet,407:7910,407:7923,407:7751,36,1
14,monet,407:7910,407:7958,407:7815,1,1
14,monet,407:7910,407:7958,407:7815,2,1
14,monet,407:7910,407:7958,407:7815,3,1
14,monet,407:7910,407:7958,407:7815,4,1
14,monet,407:7910,407:7958,407:7815,5,1
14,monet,407:7910,407:7958,407:7815,6,1
14,monet,407:7910,407:7958,407:7815,7,1
14,monet,407:7910,407:7958,407:7815,8,1
14,monet,407:7910,407:7958,407:7815,9,4
14,monet,407:7910,407:7958,407:7815,10,1
14,monet,407:7910,407:7958,407:7815,11,1
14,monet,407:7910,407:7958,407:7815,12,2
14,monet,407:7910,407:7958,407:7815,13,1
14,monet,407:7910,407:7958,407:7815,14,1
14,monet,407:7910,407:7958,407:7815,15,5
14,monet,407:7910,407:7958,407:7815,16,1
14,monet,407:7910,407:7958,407:7815,17,4
14,monet,407:7910,407:7958,407:7815,18,3
14,monet,407:7910,407:7958,407:7815,19,3
14,monet,407:7910,407:7958,407:7815,20,3
14,monet,407:7910,407:7958,407:7815,21,3
14,monet,407:7910,407:7958,407:7815,22,1
14,monet,407:7910,407:7958,407:7815,23,2
14,monet,407:7910,407:7958,407:7815,24,1
14,monet,407:7910,407:7958,407:7815,25,1
14,monet,407:7910,407:7958,407:7815,26,1
14,monet,407:7910,407:7958,407:7815,27,1
14,monet,407:7910,407:7958,407:7815,28,3
14,monet,407:7910,407:7958,407:7815,29,1
14,monet,407:7910,407:7958,407:7815,30,4
14,monet,407:7910,407:7958,407:7815,31,1
14,monet,407:7910,407:7958,407:7815,32,2
14,monet,407:7910,407:7958,407:7815,33,5
14,monet,407:7910,407:7958,407:7815,34,2
14,monet,407:7910,407:7958,407:7815,35,1
14,monet,407:7910,407:7958,407:7815,36,1
15,monet,407:7751,407:7782,407:7974,1,5
15,monet,407:7751,407:7782,407:7974,2,5
15,monet,407:7751,407:7782,407:7974,3,5
15,monet,407:7751,407:7782,407:7974,4,4
15,monet,407:7751,407:7782,407:7974,5,1
15,monet,407:7751,407:7782,407:7974,6,4
15,monet,407:7751,407:7782,407:7974,7,5
15,monet,407:7751,407:7782,407:7974,8,3
15,monet,407:7751,407:7782,407:7974,9,4
15,monet,407:7751,407:7782,407:7974,10,5
15,monet,407:7751,407:7782,407:7974,11,5
15,monet,407:7751,407:7782,407:7974,12,4
15,monet,407:7751,407:7782,407:7974,13,5
15,monet,407:7751,407:7782,407:7974,14,1
15,monet,407:7751,407:7782,407:7974,15,5
15,monet,407:7751,407:7782,407:7974,16,5
15,monet,407:7751,407:7782,407:7974,17,5
15,monet,407:7751,407:7782,407:7974,18,5
15,monet,407:7751,407:7782,407:7974,19,3
15,monet,407:7751,407:7782,407:7974,20,5
15,monet,407:7751,407:7782,407:7974,21,4
15,monet,407:7751,407:7782,407:7974,22,5
15,monet,407:7751,407:7782,407:7974,23,4
15,monet,407:7751,407:7782,407:7974,24,5
15,monet,407:7751,407:7782,407:7974,25,5
15,monet,407:7751,407:7782,407:7974,26,4
15,monet,407:7751,407:7782,407:7974,27,1
15,monet,407:7751,407:7782,407:7974,28,5
15,monet,407:7751,407:7782,407:7974,29,5
15,monet,407:7751,407:7782,407:7974,30,5
15,monet,407:7751,407:7782,407:7974,31,1
15,monet,407:7751,407:7782,407:7974,32,2
15,monet,407:7751,407:7782,407:7974,33,5
15,monet,407:7751,407:7782,407:7974,34,5
15,monet,407:7751,407:7782,407:7974,35,5
15,monet,407:7751,407:7782,407:7974,36,5
16,monet,407:7974,407:7985,407:7815,1,1
16,monet,407:7974,407:7985,407:7815,2,1
16,monet,407:7974,407:7985,407:7815,3,1
16,monet,407:7974,407:7985,407:7815,4,1
16,monet,407:7974,407:7985,407:7815,5,3
16,monet,407:7974,407:7985,407:7815,6,1
16,monet,407:7974,407:7985,407:7815,7,1
16,monet,407:7974,407:7985,407:7815,8,1
16,monet,407:7974,407:7985,407:7815,9,2
16,monet,407:7974,407:7985,407:7815,10,1
16,monet,407:7974,407:7985,407:7815,11,1
16,monet,407:7974,407:7985,407:7815,12,1
16,monet,407:7974,407:7985,407:7815,13,1
16,monet,407:7974,407:7985,407:7815,14,1
16,monet,407:7974,407:7985,407:7815,15,4
16,monet,407:7974,407:7985,407:7815,16,1
16,monet,407:7974,407:7985,407:7815,17,2
16,monet,407:7974,407:7985,407:7815,18,1
16,monet,407:7974,407:7985,407:7815,19,3
16,monet,407:7974,407:7985,407:7815,20,3
16,monet,407:7974,407:7985,407:7815,21,2
16,monet,407:7974,407:7985,407:7815,22,1
16,monet,407:7974,407:7985,407:7815,23,1
16,monet,407:7974,407:7985,407:7815,24,3
16,monet,407:7974,407:7985,407:7815,25,1
16,monet,407:7974,407:7985,407:7815,26,1
16,monet,407:7974,407:7985,407:7815,27,1
16,monet,407:7974,407:7985,407:7815,28,3
16,monet,407:7974,407:7985,407:7815,29,1
16,monet,407:7974,407:7985,407:7815,30,2
16,monet,407:7974,407:7985,407:7815,31,1
16,monet,407:7974,407:7985,407:7815,32,1
16,monet,407:7974,407:7985,407:7815,33,1
16,monet,407:7974,407:7985,407:7815,34,1
16,monet,407:7974,407:7985,407:7815,35,1
16,monet,407:7974,407:7985,407:7815,36,1
17,monet,407:7815,407:7894,407:7910,1,1
17,monet,407:7815,407:7894,407:7910,2,1
17,monet,407:7815,407:7894,407:7910,3,1
17,monet,407:7815,407:7894,407:7910,4,2
17,monet,407:7815,407:7894,407:7910,5,1
17,monet,407:7815,407:7894,407:7910,6,1
17,monet,407:7815,407:7894,407:7910,7,3
17,monet,407:7815,407:7894,407:7910,8,1
17,monet,407:7815,407:7894,407:7910,9,2
17,monet,407:7815,407:7894,407:7910,10,1
17,monet,407:7815,407:7894,407:7910,11,1
17,monet,407:7815,407:7894,407:7910,12,1
17,monet,407:7815,407:7894,407:7910,13,1
17,monet,407:7815,407:7894,407:7910,14,1
17,monet,407:7815,407:7894,407:7910,15,5
17,monet,407:7815,407:7894,407:7910,16,1
17,monet,407:7815,407:7894,407:7910,17,2
17,monet,407:7815,407:7894,407:7910,18,1
17,monet,407:7815,407:7894,407:7910,19,3
17,monet,407:7815,407:7894,407:7910,20,3
17,monet,407:7815,407:7894,407:7910,21,2
17,monet,407:7815,407:7894,407:7910,22,2
17,monet,407:7815,407:7894,407:7910,23,1
17,monet,407:7815,407:7894,407:7910,24,1
17,monet,407:7815,407:7894,407:7910,25,1
17,monet,407:7815,407:7894,407:7910,26,1
17,monet,407:7815,407:7894,407:7910,27,1
17,monet,407:7815,407:7894,407:7910,28,1
17,monet,407:7815,407:7894,407:7910,29,1
17,monet,407:7815,407:7894,407:7910,30,2
17,monet,407:7815,407:7894,407:7910,31,1
17,monet,407:7815,407:7894,407:7910,32,3
17,monet,407:7815,407:7894,407:7910,33,3
17,monet,407:7815,407:7894,407:7910,34,1
17,monet,407:7815,407:7894,407:7910,35,1
17,monet,407:7815,407:7894,407:7910,36,1
18,monet,407:7974,407:8038,407:7751,1,1
18,monet,407:7974,407:8038,407:7751,2,1
18,monet,407:7974,407:8038,407:7751,3,1
18,monet,407:7974,407:8038,407:7751,4,1
18,monet,407:7974,407:8038,407:7751,5,1
18,monet,407:7974,407:8038,407:7751,6,1
18,monet,407:7974,407:8038,407:7751,7,1
18,monet,407:7974,407:8038,407:7751,8,1
18,monet,407:7974,407:8038,407:7751,9,2
18,monet,407:7974,407:8038,407:7751,10,1
18,monet,407:7974,407:8038,407:7751,11,1
18,monet,407:7974,407:8038,407:7751,12,1
18,monet,407:7974,407:8038,407:7751,13,1
18,monet,407:7974,407:8038,407:7751,14,1
18,monet,407:7974,407:8038,407:7751,15,4
18,monet,407:7974,407:8038,407:7751,16,1
18,monet,407:7974,407:8038,407:7751,17,1
18,monet,407:7974,407:8038,407:7751,18,1
18,monet,407:7974,407:8038,407:7751,19,2
18,monet,407:7974,407:8038,407:7751,20,5
18,monet,407:7974,407:8038,407:7751,21,2
18,monet,407:7974,407:8038,407:7751,22,1
18,monet,407:7974,407:8038,407:7751,23,1
18,monet,407:7974,407:8038,407:7751,24,1
18,monet,407:7974,407:8038,407:7751,25,1
18,monet,407:7974,407:8038,407:7751,26,1
18,monet,407:7974,407:8038,407:7751,27,1
18,monet,407:7974,407:8038,407:7751,28,1
18,monet,407:7974,407:8038,407:7751,29,1
18,monet,407:7974,407:8038,407:7751,30,4
18,monet,407:7974,407:8038,407:7751,31,1
18,monet,407:7974,407:8038,407:7751,32,1
18,monet,407:7974,407:8038,407:7751,33,1
18,monet,407:7974,407:8038,407:7751,34,1
18,monet,407:7974,407:8038,407:7751,35,1
18,monet,407:7974,407:8038,407:7751,36,1
19,monet,407:7751,407:7814,407:7910,1,1
19,monet,407:7751,407:7814,407:7910,2,1
19,monet,407:7751,407:7814,407:7910,3,5
19,monet,407:7751,407:7814,407:7910,4,2
19,monet,407:7751,407:7814,407:7910,5,2
19,monet,407:7751,407:7814,407:7910,6,1
19,monet,407:7751,407:7814,407:7910,7,1
19,monet,407:7751,407:7814,407:7910,8,1
19,monet,407:7751,407:7814,407:7910,9,4
19,monet,407:7751,407:7814,407:7910,10,1
19,monet,407:7751,407:7814,407:7910,11,1
19,monet,407:7751,407:7814,407:7910,12,1
19,monet,407:7751,407:7814,407:7910,13,1
19,monet,407:7751,407:7814,407:7910,14,1
19,monet,407:7751,407:7814,407:7910,15,4
19,monet,407:7751,407:7814,407:7910,16,1
19,monet,407:7751,407:7814,407:7910,17,5
19,monet,407:7751,407:7814,407:7910,18,1
19,monet,407:7751,407:7814,407:7910,19,3
19,monet,407:7751,407:7814,407:7910,20,5
19,monet,407:7751,407:7814,407:7910,21,2
19,monet,407:7751,407:7814,407:7910,22,1
19,monet,407:7751,407:7814,407:7910,23,1
19,monet,407:7751,407:7814,407:7910,24,1
19,monet,407:7751,407:7814,407:7910,25,1
19,monet,407:7751,407:7814,407:7910,26,1
19,monet,407:7751,407:7814,407:7910,27,1
19,monet,407:7751,407:7814,407:7910,28,2
19,monet,407:7751,407:7814,407:7910,29,1
19,monet,407:7751,407:7814,407:7910,30,1
19,monet,407:7751,407:7814,407:7910,31,1
19,monet,407:7751,407:7814,407:7910,32,1
19,monet,407:7751,407:7814,407:7910,33,2
19,monet,407:7751,407:7814,407:7910,34,4
19,monet,407:7751,407:7814,407:7910,35,1
19,monet,407:7751,407:7814,407:7910,36,1
20,monet,407:7815,407:7848,407:7751,1,3
20,monet,407:7815,407:7848,407:7751,2,1
20,monet,407:7815,407:7848,407:7751,3,1
20,monet,407:7815,407:7848,407:7751,4,1
20,monet,407:7815,407:7848,407:7751,5,1
20,monet,407:7815,407:7848,407:7751,6,1
20,monet,407:7815,407:7848,407:7751,7,1
20,monet,407:7815,407:7848,407:7751,8,1
20,monet,407:7815,407:7848,407:7751,9,2
20,monet,407:7815,407:7848,407:7751,10,1
20,monet,407:7815,407:7848,407:7751,11,1
20,monet,407:7815,407:7848,407:7751,12,1
20,monet,407:7815,407:7848,407:7751,13,1
20,monet,407:7815,407:7848,407:7751,14,1
20,monet,407:7815,407:7848,407:7751,15,2
20,monet,407:7815,407:7848,407:7751,16,1
20,monet,407:7815,407:7848,407:7751,17,1
20,monet,407:7815,407:7848,407:7751,18,1
20,monet,407:7815,407:7848,407:7751,19,3
20,monet,407:7815,407:7848,407:7751,20,3
20,monet,407:7815,407:7848,407:7751,21,3
20,monet,407:7815,407:7848,407:7751,22,2
20,monet,407:7815,407:7848,407:7751,23,3
20,monet,407:7815,407:7848,407:7751,24,3
20,monet,407:7815,407:7848,407:7751,25,1
20,monet,407:7815,407:7848,407:7751,26,1
20,monet,407:7815,407:7848,407:7751,27,1
20,monet,407:7815,407:7848,407:7751,28,1
20,monet,407:7815,407:7848,407:7751,29,1
20,monet,407:7815,407:7848,407:7751,30,3
20,monet,407:7815,407:7848,407:7751,31,5
20,monet,407:7815,407:7848,407:7751,32,2
20,monet,407:7815,407:7848,407:7751,33,1
20,monet,407:7815,407:7848,407:7751,34,1
20,monet,407:7815,407:7848,407:7751,35,1
20,monet,407:7815,407:7848,407:7751,36,1
21,monet,407:7751,407:7765,407:7910,1,1
21,monet,407:7751,407:7765,407:7910,2,1
21,monet,407:7751,407:7765,407:7910,3,1
21,monet,407:7751,407:7765,407:7910,4,1
21,monet,407:7751,407:7765,407:7910,5,2
21,monet,407:7751,407:7765,407:7910,6,1
21,monet,407:7751,407:7765,407:7910,7,1
21,monet,407:7751,407:7765,407:7910,8,1
21,monet,407:7751,407:7765,407:7910,9,4
21,monet,407:7751,407:7765,407:7910,10,1
21,monet,407:7751,407:7765,407:7910,11,1
21,monet,407:7751,407:7765,407:7910,12,1
21,monet,407:7751,407:7765,407:7910,13,1
21,monet,407:7751,407:7765,407:7910,14,1
21,monet,407:7751,407:7765,407:7910,15,1
21,monet,407:7751,407:7765,407:7910,16,1
21,monet,407:7751,407:7765,407:7910,17,2
21,monet,407:7751,407:7765,407:7910,18,5
21,monet,407:7751,407:7765,407:7910,19,3
21,monet,407:7751,407:7765,407:7910,20,4
21,monet,407:7751,407:7765,407:7910,21,2
21,monet,407:7751,407:7765,407:7910,22,1
21,monet,407:7751,407:7765,407:7910,23,1
21,monet,407:7751,407:7765,407:7910,24,1
21,monet,407:7751,407:7765,407:7910,25,1
21,monet,407:7751,407:7765,407:7910,26,1
21,monet,407:7751,407:7765,407:7910,27,1
21,monet,407:7751,407:7765,407:7910,28,1
21,monet,407:7751,407:7765,407:7910,29,1
21,monet,407:7751,407:7765,407:7910,30,1
21,monet,407:7751,407:7765,407:7910,31,1
21,monet,407:7751,407:7765,407:7910,32,4
21,monet,407:7751,407:7765,407:7910,33,1
21,monet,407:7751,407:7765,407:7910,34,1
21,monet,407:7751,407:7765,407:7910,35,1
21,monet,407:7751,407:7765,407:7910,36,1
22,monet,407:7751,407:7760,407:7974,1,1
22,monet,407:7751,407:7760,407:7974,2,1
22,monet,407:7751,407:7760,407:7974,3,1
22,monet,407:7751,407:7760,407:7974,4,1
22,monet,407:7751,407:7760,407:7974,5,4
22,monet,407:7751,407:7760,407:7974,6,1
22,monet,407:7751,407:7760,407:7974,7,1
22,monet,407:7751,407:7760,407:7974,8,1
22,monet,407:7751,407:7760,407:7974,9,4
22,monet,407:7751,407:7760,407:7974,10,2
22,monet,407:7751,407:7760,407:7974,11,1
